MatchID,Date,Region,Team_A,Team_B,Map,A_ATK_ban,A_DEF_ban,B_ATK_ban,B_DEF_ban,A_P1,A_P2,A_P3,A_P4,A_P5,B_P1,B_P2,B_P3,B_P4,B_P5,ATK_team,Site,ATK_O1,ATK_O2,ATK_O3,ATK_O4,ATK_O5,DEF_O1,DEF_O2,DEF_O3,DEF_O4,DEF_O5,Winner,ATK_win
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,A,Kitchen,Capitao,Thermite,Sledge,Zofia,Hibana,Maestro,Bandit,Smoke,Castle,Lesion,A,True
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,A,Bar/Cocktail,Capitao,Thermite,Sledge,Zofia,Thatcher,Maestro,Jager,Smoke,Mute,Lesion,B,False
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,B,Kitchen,Thermite,Zofia,Buck,Nomad,Thatcher,Smoke,Echo,Mute,Jager,Ela,A,False
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,B,Bar/Cocktail,Thermite,Zofia,Buck,Nomad,Thatcher,Smoke,Echo,Lesion,Jager,Bandit,A,False
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,B,Reading/Fireplace,Thermite,Zofia,Buck,Nomad,Thatcher,Smoke,Mute,Pulse,Jager,Ela,A,False
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,B,Kitchen,Thermite,Zofia,Capitao,Nomad,Thatcher,Smoke,Echo,Rook,Jager,Doc,B,True
0003,2019-06-17,EU,LeStream Esport,Chaos Esports Club,Kafe,Dokkaebi,Mira,Montagne,Valkyrie,Hicks,Alphama,korey,risze,AceeZ,Vitoline,Kripps,Renuilz,Secretly,REDGROOVE,B,Kitchen,Thermite,Zofia,Buck,Nomad,Thatcher,Smoke,Echo,Vigil,Jager,Rook,A,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Bar/Cocktail,Thatcher,Lion,Ash,IQ,Thermite,Smoke,Mozzie,Jager,Lesion,Echo,B,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Kitchen,Sledge,Lion,Jackal,IQ,Thermite,Smoke,Maestro,Jager,Lesion,Echo,B,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Reading/Fireplace,Sledge,Gridlock,Ash,IQ,Thermite,Smoke,Mozzie,Jager,Lesion,Echo,B,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Bar/Cocktail,Sledge,Gridlock,Ash,IQ,Thermite,Smoke,Mozzie,Jager,Lesion,Echo,A,True
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Kitchen,Sledge,Zofia,Jackal,IQ,Thermite,Smoke,Maestro,Jager,Lesion,Echo,A,True
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,A,Bar/Cocktail,Sledge,Zofia,Blackbeard,IQ,Thermite,Smoke,Mozzie,Jager,Kaid,Echo,B,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Kitchen,Thermite,Sledge,Jackal,Thatcher,Zofia,Echo,Lesion,Jager,Ela,Mute,A,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Bar/Cocktail,Thermite,Sledge,Jackal,Thatcher,Zofia,Maestro,Kaid,Jager,Ela,Lesion,B,True
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Reading/Fireplace,Thermite,Sledge,Jackal,Thatcher,Zofia,Echo,Lesion,Jager,Ela,Mute,A,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Kitchen,Thermite,Sledge,Jackal,Thatcher,Zofia,Echo,Lesion,Jager,Ela,Mute,B,True
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Bar/Cocktail,Thermite,Sledge,Jackal,Thatcher,IQ,Echo,Kaid,Jager,Ela,Lesion,A,False
0004,2019-06-17,EU,Team Vitality,Team Empire,Kafe,Nomad,Valkyrie,Montagne,Mira,Spark,BBooAF,sNKy,Quaal,BriD,ShepparD,karzheka,JoyStiCK,dan-_-,Scyther,B,Reading/Fireplace,Thermite,Sledge,Jackal,Thatcher,Zofia,Echo,Lesion,Jager,Ela,Mute,B,True
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Kitchen/Service,Zofia,Thatcher,Hibana,Sledge,Capitao,Smoke,Maestro,Jager,Mute,Lesion,A,True
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Blue/Sunrise,Zofia,Thatcher,Hibana,Sledge,Capitao,Smoke,Castle,Lesion,Maestro,Mute,B,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Kitchen/Service,Zofia,Thatcher,Hibana,Sledge,Twitch,Maestro,Jager,Lesion,Smoke,Mute,B,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Hookah/Billiards,Zofia,Thatcher,Hibana,Sledge,Capitao,Maestro,Lesion,Jager,Smoke,Mute,B,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Blue/Sunrise,Zofia,Thatcher,Hibana,Sledge,Capitao,Maestro,Echo,Lesion,Smoke,Mute,A,True
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,A,Kitchen/Service,Zofia,Thatcher,Hibana,Sledge,Capitao,Maestro,Jager,Lesion,Smoke,Echo,B,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,B,Blue/Sunrise,Twitch,Lion,Ash,Sledge,Capitao,Maestro,Lesion,Echo,Jager,Mozzie,A,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,B,Hookah/Billiards,Twitch,Lion,Ash,Sledge,Capitao,Maestro,Mira,Echo,Jager,Mute,B,True
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,B,Hookah/Billiards,Twitch,Nomad,Ash,Sledge,Capitao,Maestro,Mira,Echo,Jager,Mute,B,True
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,B,Blue/Sunrise,Twitch,Nomad,Ash,Sledge,Capitao,Maestro,Lesion,Echo,Jager,Mozzie,A,False
0005,2019-06-21,EU,G2 Esports,Chaos Esports Club,Coastline,Dokkaebi,Pulse,IQ,Valkyrie,Kantoraketti,Pengu,Goga,UUNO,Fabian,Renuilz,Secretly,Kripps,Vitoline,REDGROOVE,B,Kitchen/Service,Twitch,Nomad,Ash,Sledge,Capitao,Doc,Smoke,Mozzie,Alibi,Lesion,B,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Lockers/CCTV,Thermite,Capitao,Maverick,Thatcher,Zofia,Jager,Pulse,Echo,Valkyrie,Smoke,A,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Lockers/CCTV,Thermite,Capitao,Maverick,Thatcher,Zofia,Jager,Pulse,Echo,Lesion,Smoke,B,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Tellers/Archives,Thermite,Jackal,Maverick,Thatcher,Zofia,Alibi,Valkyrie,Echo,Castle,Mute,B,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Staff/Open,Thermite,Jackal,Maverick,Thatcher,Zofia,Clash,Valkyrie,Castle,Lesion,Smoke,B,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Lockers/CCTV,Thermite,Jackal,Maverick,Thatcher,Zofia,Vigil,Pulse,Echo,Lesion,Smoke,A,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,A,Lockers/CCTV,Thermite,Jackal,Maverick,Thatcher,Zofia,Valkyrie,Pulse,Echo,Lesion,Smoke,A,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Lockers/CCTV,Thatcher,Maverick,Thermite,Jackal,Capitao,Echo,Jager,Pulse,Mozzie,Smoke,A,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Executive/CEO,Maverick,IQ,Thermite,Jackal,Capitao,Smoke,Jager,Castle,Doc,Echo,A,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Tellers/Archives,Maverick,IQ,Thermite,Jackal,Capitao,Smoke,Jager,Castle,Kaid,Valkyrie,B,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Lockers/CCTV,IQ,Maverick,Thermite,Jackal,Capitao,Echo,Jager,Pulse,Kaid,Smoke,A,False
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Executive/CEO,Maverick,IQ,Thermite,Jackal,Capitao,Smoke,Jager,Castle,Kaid,Echo,B,True
0006,2019-06-21,EU,Team Empire,PENTA,Bank,Montagne,Mira,Hibana,Maestro,ENEMY,RevaN,SirBoss,Blas,Hungry,ShepparD,JoyStiCK,Scyther,dan-_-,karzheka,B,Executive/CEO,Nomad,IQ,Thermite,Jackal,Capitao,Smoke,Jager,Valkyrie,Doc,Echo,A,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Aviator/Games,Hibana,Jackal,Twitch,Ash,IQ,Jager,Maestro,Mira,Mute,Lesion,A,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Trophy/Statuary,Hibana,Jackal,Twitch,Ash,IQ,Jager,Maestro,Mira,Pulse,Lesion,A,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Dining/Kitchen,Hibana,Jackal,Zofia,Ash,IQ,Smoke,Maestro,Valkyrie,Pulse,Jager,A,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Aviator/Games,Hibana,Jackal,Zofia,Ash,IQ,Mute,Valkyrie,Mira,Caveira,Lesion,A,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Trophy/Statuary,Hibana,Jackal,Zofia,Ash,IQ,Jager,Maestro,Mira,Lesion,Bandit,B,True
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,B,Trophy/Statuary,Hibana,Jackal,Zofia,Ash,IQ,Jager,Bandit,Mira,Pulse,Lesion,B,True
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,A,Aviator/Games,Zofia,Jackal,Hibana,Buck,Nomad,Smoke,Maestro,Valkyrie,Lesion,Bandit,A,True
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,A,Aviator/Games,Zofia,IQ,Hibana,Jackal,Nomad,Smoke,Maestro,Valkyrie,Lesion,Bandit,B,False
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,A,Trophy/Statuary,Zofia,IQ,Hibana,Buck,Dokkaebi,Smoke,Maestro,Valkyrie,Lesion,Bandit,A,True
0007,2019-06-21,EU,LeStream Esport,Mousesports,Villa,Ying,Echo,Maverick,Clash,risze,Hicks,Alphama,korey,AceeZ,Bounssi,SHA77E,Gomfi,Slebben,jNSzkiy,A,Trophy/Statuary,Zofia,Lion,Hibana,Buck,Nomad,Smoke,Mira,Valkyrie,Lesion,Bandit,A,True
0008,2019-06-21,EU,Team Vitality,Natus Vincere,Clubhouse,Thermite,Echo,Maverick,Mira,sNKy,BriD,Quaal,Spark,BBooAF,Doki,Kendrew,neLo,CTZN,Saves,B,Church/Arsenal,Sledge,Thatcher,Montagne,Zofia,Hibana,Kaid,Smoke,Valkyrie,Bandit,Lesion,A,False
0008,2019-06-21,EU,Team Vitality,Natus Vincere,Clubhouse,Thermite,Echo,Maverick,Mira,sNKy,BriD,Quaal,Spark,BBooAF,Doki,Kendrew,neLo,CTZN,Saves,B,CCTV/Cash,Sledge,Thatcher,Montagne,Zofia,Hibana,Mozzie,Kaid,Jager,Maestro,Bandit,A,False
0008,2019-06-21,EU,Team Vitality,Natus Vincere,Clubhouse,Thermite,Echo,Maverick,Mira,sNKy,BriD,Quaal,Spark,BBooAF,Doki,Kendrew,neLo,CTZN,Saves,B,Gym/Bedroom,Sledge,Lion,Thatcher,Zofia,Hibana,Alibi,Mute,Valkyrie,Bandit,Jager,B,True
0008,2019-06-21,EU,Team Vitality,Natus Vincere,Clubhouse,Thermite,Echo,Maverick,Mira,sNKy,BriD,Quaal,Spark,BBooAF,Doki,Kendrew,neLo,CTZN,Saves,B,Church/Arsenal,Capitao,Nomad,Thatcher,Zofia,Hibana,Kaid,Smoke,Valkyrie,Bandit,Lesion,A,False
0008,2019-06-21,EU,Team Vitality,Natus Vincere,Clubhouse,Thermite,Echo,Maverick,Mira,sNKy,BriD,Quaal,Spark,BBooAF,Doki,Kendrew,neLo,CTZN,Saves,B,CCTV/Cash,Capitao,Nomad,Thatcher,Zofia,Hibana,Kaid,Smoke,Jager,Maestro,Bandit,B,True
